customerkey;geographykey;firstname;lastname;Full_Name;yearlyincome;Gender;datefirstpurchase;city;EnglishCountryRegionName
24046;147;Cristina;Chander;Cristina Chander;10000,00;Female;2020-09-24;Hamburg;Germany
24047;241;Clarence;Yuan;Clarence Yuan;20000,00;Male;2020-07-05;Kirkby;United Kingdom
24048;235;Gregory;Tang;Gregory Tang;20000,00;Male;2020-07-20;Cambridge;United Kingdom
24049;171;Byron;Gomez;Byron Gomez;20000,00;Male;2020-09-03;Neunkirchen;Germany
24050;271;Clarence;Nath;Clarence Nath;20000,00;Male;2020-07-21;Warrington;United Kingdom
24051;269;Colleen;Nath;Colleen Nath;30000,00;Female;2020-07-11;Stoke-on-Trent;United Kingdom
24052;134;Priscilla;Goel;Priscilla Goel;30000,00;Female;2020-09-14;München;Germany
24053;171;Jose;Allen;Jose Allen;40000,00;Male;2020-07-27;Neunkirchen;Germany
24054;247;Gerald;Hernandez;Gerald Hernandez;10000,00;Male;2020-07-23;London;United Kingdom
24055;230;Louis;Goel;Louis Goel;10000,00;Male;2020-07-21;Berkshire;United Kingdom
24056;219;Tamara;Lin;Tamara Lin;20000,00;Female;2020-12-01;Suresnes;France
24057;183;Ricky;Alvarez;Ricky Alvarez;20000,00;Male;2020-12-07;Orleans;France
24058;279;Alvin;Lal;Alvin Lal;30000,00;Male;2020-08-23;York;United Kingdom
24059;171;Tabitha;Navarro;Tabitha Navarro;30000,00;Female;2020-09-03;Neunkirchen;Germany
24060;131;Bonnie;Deng;Bonnie Deng;30000,00;Female;2020-09-18;Frankfurt;Germany
24061;201;Kelvin;Luo;Kelvin Luo;10000,00;Male;2020-01-05;Paris;France
24062;225;Crystal;Cai;Crystal Cai;10000,00;Female;2020-08-05;Orly;France
24063;203;Micheal;Suarez;Micheal Suarez;20000,00;Male;2020-01-29;Paris;France
24064;246;Stanley;Fernandez;Stanley Fernandez;20000,00;Male;2020-02-18;London;United Kingdom
24065;258;Lori;Gutierrez;Lori Gutierrez;20000,00;Female;2020-08-21;Maidenhead;United Kingdom
24066;155;Brittney;West;Brittney West;40000,00;Female;2020-10-08;Bottrop;Germany
24067;131;Carolyn;Raman;Carolyn Raman;40000,00;Female;2020-09-30;Frankfurt;Germany
24068;162;Edwin;Yang;Edwin Yang;40000,00;Male;2020-10-25;Werne;Germany
24069;258;Jessie;Chen;Jessie Chen;40000,00;Male;2020-07-25;Maidenhead;United Kingdom
24070;224;Cameron;Shan;Cameron Shan;20000,00;Male;2020-10-08;Tremblay-en-France;France
24071;250;Victor;Suarez;Victor Suarez;30000,00;Male;2020-05-21;London;United Kingdom
24072;178;Randy;He;Randy He;30000,00;Male;2020-05-30;Sulzbach Taunus;Germany
24073;241;Grace;Taylor;Grace Taylor;10000,00;Female;2020-09-17;Kirkby;United Kingdom
24074;162;Grace;Alexander;Grace Alexander;10000,00;Female;2020-09-18;Werne;Germany
24075;191;Peter;Saddow;Peter Saddow;10000,00;Female;2020-10-21;Boulogne-sur-Mer;France
24076;195;Casey;Hernandez;Casey Hernandez;10000,00;Male;2020-10-08;Paris;France
24077;159;Tony;Rai;Tony Rai;20000,00;Male;2020-09-12;München;Germany
24078;174;Neil;Martin;Neil Martin;30000,00;Male;2020-04-08;Saarbrücken;Germany
24079;242;Andre;Raman;Andre Raman;10000,00;Male;2020-05-21;Lancaster;United Kingdom
24080;153;Billy;Serrano;Billy Serrano;10000,00;Male;2020-07-28;Berlin;Germany
24081;184;Alexis;Hughes;Alexis Hughes;10000,00;Female;2020-09-07;Metz;France
24082;212;Regina;Rodriguez;Regina Rodriguez;20000,00;Female;2020-09-03;Morangis;France
24083;211;Max;Moreno;Max Moreno;20000,00;Male;2020-02-15;Les Ulis;France
24084;208;Jonathon;Jimenez;Jonathon Jimenez;20000,00;Male;2020-03-08;Saint Germain en Laye;France
24085;238;Autumn;Gao;Autumn Gao;30000,00;Female;2020-03-09;Gateshead;United Kingdom
24086;147;Dakota;Gonzales;Dakota Gonzales;30000,00;Male;2020-09-25;Hamburg;Germany
24087;160;Hannah;Wilson;Hannah Wilson;30000,00;Female;2020-11-26;Paderborn;Germany
24088;177;Damien;He;Damien He;20000,00;Male;2020-05-14;Stuttgart;Germany
24089;215;Dustin;Yuan;Dustin Yuan;40000,00;Male;2020-05-30;Colombes;France
24090;215;Cassandra;Perez;Cassandra Perez;40000,00;Female;2020-06-05;Colombes;France
24091;170;Dwayne;Munoz;Dwayne Munoz;40000,00;Male;2020-11-25;Münster;Germany
24092;162;Jillian;Gonzalez;Jillian Gonzalez;40000,00;Female;2020-11-01;Werne;Germany
24093;267;Claudia;He;Claudia He;80000,00;Female;2020-02-02;Runcorn;United Kingdom
24094;235;Julio;Diaz;Julio Diaz;30000,00;Male;2020-01-29;Cambridge;United Kingdom
24095;209;Julie;Andersen;Julie Andersen;30000,00;Female;2020-06-25;Versailles;France
24096;206;Diana;Vazquez;Diana Vazquez;30000,00;Female;2020-05-23;Roissy en Brie;France
24097;140;Francisco;Fernandez;Francisco Fernandez;30000,00;Male;2020-12-31;Berlin;Germany
24098;127;Olivia;Howard;Olivia Howard;30000,00;Female;2020-10-14;Darmstadt;Germany
24099;117;Sarah;Smith;Sarah Smith;30000,00;Female;2020-09-30;Erlangen;Germany
24100;247;Jenny;He;Jenny He;40000,00;Female;2020-07-04;London;United Kingdom
24101;273;Kaitlyn;Anderson;Kaitlyn Anderson;40000,00;Female;2020-07-11;Watford;United Kingdom
24102;149;Andy;Torres;Andy Torres;40000,00;Male;2020-01-25;Mühlheim;Germany
24103;159;Billy;Dominguez;Billy Dominguez;40000,00;Male;2020-02-17;München;Germany
24104;267;Robyn;Ortega;Robyn Ortega;40000,00;Female;2020-08-27;Runcorn;United Kingdom
24105;209;Carolyn;Sanchez;Carolyn Sanchez;30000,00;Female;2020-03-16;Versailles;France
24106;190;Kelvin;Shan;Kelvin Shan;30000,00;Male;2020-09-07;Villeneuve-d'Ascq;France
24107;117;Jonathan;Jenkins;Jonathan Jenkins;30000,00;Male;2020-11-02;Erlangen;Germany
24108;168;Tonya;Lal;Tonya Lal;20000,00;Female;2020-04-26;Kiel;Germany
24109;203;Eddie;Suarez;Eddie Suarez;20000,00;Male;2020-04-13;Paris;France
24110;221;Kaylee;Brooks;Kaylee Brooks;20000,00;Female;2020-03-19;Drancy;France
24111;221;Cameron;Long;Cameron Long;20000,00;Male;2020-08-15;Drancy;France
24112;271;Mary;Foster;Mary Foster;40000,00;Female;2020-10-12;Warrington;United Kingdom
24113;209;Stephanie;Green;Stephanie Green;30000,00;Female;2020-03-15;Versailles;France
24114;269;Kristin;Yuan;Kristin Yuan;30000,00;Female;2020-07-31;Stoke-on-Trent;United Kingdom
24115;268;Gary;Carlson;Gary Carlson;40000,00;Male;2020-10-08;Liverpool;United Kingdom
24116;196;Pedro;Martinez;Pedro Martinez;40000,00;Male;2020-06-13;Paris;France
24117;152;Shannon;Gill;Shannon Gill;30000,00;Male;2020-09-21;Berlin;Germany
24118;217;Donna;Chande;Donna Chande;30000,00;Female;2021-01-25;Paris La Defense;France
24119;206;Emmanuel;Kapoor;Emmanuel Kapoor;30000,00;Male;2020-09-12;Roissy en Brie;France
24120;133;Kaitlyn;Allen;Kaitlyn Allen;30000,00;Female;2020-03-25;Kassel;Germany
24121;173;Valerie;Liu;Valerie Liu;30000,00;Female;2020-10-20;Poing;Germany
24122;210;Michele;Blanco;Michele Blanco;20000,00;Female;2020-09-26;Saint Ouen;France
24123;221;Heather;Hu;Heather Hu;20000,00;Female;2020-07-07;Drancy;France
24124;222;Erik;Vazquez;Erik Vazquez;20000,00;Male;2020-12-29;Pantin;France
24125;204;Tiffany;Xu;Tiffany Xu;20000,00;Female;2020-10-19;Paris;France
24126;213;Pedro;Mehta;Pedro Mehta;20000,00;Male;2020-08-18;Verrieres Le Buisson;France
24127;175;James;Washington;James Washington;30000,00;Male;2020-10-15;Saarlouis;Germany
24128;161;Kimberly;Ramirez;Kimberly Ramirez;30000,00;Female;2020-07-24;Solingen;Germany
24129;131;Jamie;Gutierrez;Jamie Gutierrez;10000,00;Male;2020-07-29;Frankfurt;Germany
24130;151;Tanya;Navarro;Tanya Navarro;10000,00;Female;2020-06-09;Paderborn;Germany
24131;225;Felicia;Rubio;Felicia Rubio;20000,00;Female;2021-01-25;Orly;France
24132;276;Devon;Tang;Devon Tang;20000,00;Male;2020-10-15;Woolston;United Kingdom
24133;198;Carla;Patel;Carla Patel;20000,00;Female;2020-05-12;Paris;France
24134;196;Edgar;Kapoor;Edgar Kapoor;20000,00;Male;2020-12-17;Paris;France
24135;217;Martin;Martinez;Martin Martinez;30000,00;Male;2020-03-28;Paris La Defense;France
24136;188;Alisha;Hu;Alisha Hu;30000,00;Female;2020-04-02;Roncq;France
24137;173;Tara;Sharma;Tara Sharma;30000,00;Female;2020-05-30;Poing;Germany
24138;269;Kristy;Gutierrez;Kristy Gutierrez;40000,00;Female;2020-10-22;Stoke-on-Trent;United Kingdom
24139;131;Andrew;Williams;Andrew Williams;10000,00;Male;2020-11-09;Frankfurt;Germany
24140;203;Alvin;Lin;Alvin Lin;10000,00;Male;2020-04-28;Paris;France
24141;199;Misty;Nath;Misty Nath;10000,00;Female;2020-02-09;Paris;France
24142;209;Christian;Davis;Christian Davis;10000,00;Male;2020-10-17;Versailles;France
24143;127;Stanley;Mehta;Stanley Mehta;10000,00;Male;2020-12-25;Darmstadt;Germany
24144;254;Gerald;Sanchez;Gerald Sanchez;20000,00;Male;2020-10-14;London;United Kingdom
24145;275;Cheryl;Serrano;Cheryl Serrano;20000,00;Female;2021-01-02;Wokingham;United Kingdom
24146;183;Craig;Suarez;Craig Suarez;20000,00;Male;2020-04-27;Orleans;France
24147;176;Kathleen;Hernandez;Kathleen Hernandez;20000,00;Female;2020-12-19;Stuttgart;Germany
24148;142;Brittney;Zhou;Brittney Zhou;10000,00;Female;2020-04-03;Bonn;Germany
24149;223;Richard;Simmons;Richard Simmons;10000,00;Male;2020-09-14;Saint-Denis;France
24150;155;Jack;Campbell;Jack Campbell;10000,00;Male;2020-10-21;Bottrop;Germany
24151;277;Jon;Shan;Jon Shan;20000,00;Male;2020-08-30;York;United Kingdom
24152;234;Casey;Rubio;Casey Rubio;20000,00;Male;2020-11-23;Bury;United Kingdom
24153;209;Seth;Jenkins;Seth Jenkins;20000,00;Male;2020-04-14;Versailles;France
24154;279;Orlando;Ramos;Orlando Ramos;30000,00;Male;2020-03-31;York;United Kingdom
24155;151;Tracy;Raje;Tracy Raje;20000,00;Female;2020-10-23;Paderborn;Germany
24156;178;Wesley;Zhou;Wesley Zhou;20000,00;Male;2020-09-26;Sulzbach Taunus;Germany
24157;226;Marie;Subram;Marie Subram;10000,00;Female;2020-05-24;Cergy;France
24158;187;Omar;Deng;Omar Deng;10000,00;Male;2020-05-16;Lille;France
24159;20;Christine;Luo;Christine Luo;10000,00;Female;2019-09-25;Brisbane;Australia
24160;8;Carl;Yuan;Carl Yuan;10000,00;Male;2019-09-26;Matraville;Australia
24161;4;Luke;Kumar;Luke Kumar;10000,00;Male;2019-10-22;Goulburn;Australia
24162;7;Grant;Raje;Grant Raje;10000,00;Male;2019-10-12;Malabar;Australia
24163;33;Micah;Guo;Micah Guo;10000,00;Male;2019-10-03;Cranbourne;Australia
24164;28;Teresa;Gomez;Teresa Gomez;10000,00;Female;2019-10-16;Cloverdale;Australia
24165;19;Gilbert;Gao;Gilbert Gao;10000,00;Male;2019-10-24;Wollongong;Australia
24166;13;Renee;Alonso;Renee Alonso;10000,00;Female;2019-10-14;Port Macquarie;Australia
24167;36;Lacey;Zhu;Lacey Zhu;10000,00;Female;2019-10-04;Melton;Australia
24168;39;Manuel;Srini;Manuel Srini;10000,00;Male;2019-10-26;Sunbury;Australia
24169;29;Lydia;Martinez;Lydia Martinez;10000,00;Female;2019-10-15;Findon;Australia
24170;29;Jaime;Hernandez;Jaime Hernandez;10000,00;Female;2019-10-08;Findon;Australia
24171;29;Jarrod;Chandra;Jarrod Chandra;10000,00;Male;2019-10-09;Findon;Australia
24172;36;Jessie;Hernandez;Jessie Hernandez;10000,00;Female;2019-10-14;Melton;Australia
24173;26;Lacey;Wang;Lacey Wang;20000,00;Female;2019-10-05;Rockhampton;Australia
24174;40;Keith;Chander;Keith Chander;20000,00;Male;2019-10-16;Warrnambool;Australia
24175;26;Lacey;Luo;Lacey Luo;20000,00;Female;2019-10-14;Rockhampton;Australia
24176;22;Marie;Jimenez;Marie Jimenez;20000,00;Female;2019-10-21;East Brisbane;Australia
24177;4;Gina;Gill;Gina Gill;20000,00;Female;2019-09-29;Goulburn;Australia
24178;31;Clifford;Sara;Clifford Sara;20000,00;Male;2019-10-26;Hobart;Australia
24179;6;Robyn;Blanco;Robyn Blanco;20000,00;Female;2019-10-22;Lavender Bay;Australia
24180;138;Arturo;Jai;Arturo Jai;20000,00;Male;2020-09-17;Berlin;Germany
24181;154;Edwin;Nath;Edwin Nath;20000,00;Male;2020-03-07;Bonn;Germany
24182;175;Nancy;Lopez;Nancy Lopez;30000,00;Female;2020-10-01;Saarlouis;Germany
24183;219;Ruth;Perez;Ruth Perez;30000,00;Female;2020-05-29;Suresnes;France
24184;262;Alexandra;Jackson;Alexandra Jackson;30000,00;Female;2020-08-08;Oxford;United Kingdom
24185;223;Tara;She;Tara She;10000,00;Female;2021-01-05;Saint-Denis;France
24186;262;Theodore;Alonso;Theodore Alonso;20000,00;Male;2020-08-05;Oxford;United Kingdom
24187;269;Daisy;Serrano;Daisy Serrano;30000,00;Female;2020-08-13;Stoke-on-Trent;United Kingdom
24188;236;Charles;Turner;Charles Turner;20000,00;Male;2020-07-11;Cheltenham;United Kingdom
24189;263;Andre;Suri;Andre Suri;30000,00;Male;2020-08-29;Oxford;United Kingdom
24190;220;Austin;Chen;Austin Chen;20000,00;Male;2020-06-17;Bobigny;France
24191;168;Marshall;He;Marshall He;30000,00;Male;2020-10-10;Kiel;Germany
24192;237;Regina;Prasad;Regina Prasad;30000,00;Female;2020-09-15;Esher-Molesey;United Kingdom
24193;245;Louis;Becker;Louis Becker;30000,00;Male;2020-09-20;London;United Kingdom
24194;206;Armando;Martin;Armando Martin;30000,00;Male;2020-06-25;Roissy en Brie;France
24195;183;Dawn;Zhao;Dawn Zhao;10000,00;Female;2020-05-14;Orleans;France
24196;180;Armando;Gill;Armando Gill;10000,00;Male;2020-07-18;Colomiers;France
24197;272;Whitney;Mehta;Whitney Mehta;20000,00;Female;2020-09-26;Warrington;United Kingdom
24198;223;Chelsea;Madan;Chelsea Madan;30000,00;Female;2020-06-12;Saint-Denis;France
24199;260;Veronica;Prasad;Veronica Prasad;40000,00;Female;2020-10-21;Milton Keynes;United Kingdom
24200;274;Grant;Jai;Grant Jai;40000,00;Male;2020-10-28;West Sussex;United Kingdom
24201;207;Olivia;Gonzales;Olivia Gonzales;10000,00;Female;2020-07-12;Chatou;France
24202;271;Tamara;Black;Tamara Black;20000,00;Female;2020-08-29;Warrington;United Kingdom
24203;192;Keith;Xie;Keith Xie;30000,00;Male;2020-08-14;Paris;France
24204;150;Darren;Gonzalez;Darren Gonzalez;30000,00;Male;2020-10-23;München;Germany
24205;117;Katherine;Anderson;Katherine Anderson;30000,00;Female;2020-10-02;Erlangen;Germany
24206;168;Marie;Munoz;Marie Munoz;40000,00;Female;2020-02-17;Kiel;Germany
24207;271;Stacey;Guo;Stacey Guo;10000,00;Female;2020-12-15;Warrington;United Kingdom
24208;196;Sabrina;Diaz;Sabrina Diaz;40000,00;Female;2020-08-28;Paris;France
24209;179;Chelsea;Jordan;Chelsea Jordan;60000,00;Female;2020-08-04;Saint Ouen;France
24210;168;Ricardo;Shan;Ricardo Shan;60000,00;Male;2020-03-25;Kiel;Germany
24211;265;Sharon;Shan;Sharon Shan;60000,00;Female;2020-10-15;Peterborough;United Kingdom
24212;270;Tony;Raje;Tony Raje;10000,00;Male;2020-09-07;W. York;United Kingdom
24213;266;Martin;Rana;Martin Rana;10000,00;Male;2020-09-19;Reading;United Kingdom
24214;160;Michele;Romero;Michele Romero;20000,00;Female;2020-10-09;Paderborn;Germany
24215;150;Lisa;Xu;Lisa Xu;10000,00;Female;2020-12-15;München;Germany
24216;266;Tara;Black;Tara Black;10000,00;Female;2020-12-07;Reading;United Kingdom
24217;236;Lauren;Morgan;Lauren Morgan;10000,00;Female;2020-09-06;Cheltenham;United Kingdom
24218;261;Bryant;Lopez;Bryant Lopez;20000,00;Male;2020-05-05;Newcastle upon Tyne;United Kingdom
24219;183;Tina;Lopez;Tina Lopez;30000,00;Female;2020-08-01;Orleans;France
24220;60;Hunter;Edwards;Hunter Edwards;90000,00;Male;2020-09-23;Port Hammond;Canada
24221;301;Heidi;Perez;Heidi Perez;130000,00;Female;2020-12-05;Burbank;United States
24222;543;Sierra;Green;Sierra Green;40000,00;Female;2020-10-03;Lebanon;United States
24223;545;Abigail;Alexander;Abigail Alexander;40000,00;Female;2020-04-06;Milwaukie;United States
24224;637;Nicole;Perry;Nicole Perry;40000,00;Female;2020-12-13;Seattle;United States
24225;299;Jeffery;Yang;Jeffery Yang;40000,00;Male;2020-08-04;Berkeley;United States
24226;315;Brian;Morris;Brian Morris;40000,00;Male;2020-08-12;Downey;United States
24227;316;Sara;Phillips;Sara Phillips;40000,00;Female;2020-07-27;El Cajon;United States
24228;13;Terry;Xu;Terry Xu;20000,00;Male;2020-11-11;Port Macquarie;Australia
24229;37;Pedro;Kapoor;Pedro Kapoor;20000,00;Male;2020-05-23;Seaford;Australia
24230;16;Andres;Sharma;Andres Sharma;20000,00;Male;2020-08-19;Springwood;Australia
24231;361;Makayla;Cox;Makayla Cox;60000,00;Female;2020-12-25;San Gabriel;United States
24232;383;Ryan;Johnson;Ryan Johnson;60000,00;Male;2020-12-18;West Covina;United States
24233;383;Jada;Parker;Jada Parker;70000,00;Female;2020-11-30;West Covina;United States
24234;383;Eduardo;Martinez;Eduardo Martinez;70000,00;Male;2020-12-11;West Covina;United States
24235;51;Jill;Martinez;Jill Martinez;40000,00;Female;2018-11-09;Langford;Canada
24236;614;Isabella;Nelson;Isabella Nelson;30000,00;Female;2020-05-04;Edmonds;United States
24237;623;Chloe;Henderson;Chloe Henderson;30000,00;Female;2020-12-15;Kirkland;United States
24238;299;Sean;Richardson;Sean Richardson;60000,00;Male;2020-12-19;Berkeley;United States
24239;329;Miguel;Hernandez;Miguel Hernandez;60000,00;Male;2020-12-02;Imperial Beach;United States
24240;10;Edwin;Hu;Edwin Hu;10000,00;Male;2020-12-19;Newcastle;Australia
24241;11;Colin;Zhao;Colin Zhao;20000,00;Male;2019-10-04;North Ryde;Australia
24242;25;Amy;Zeng;Amy Zeng;30000,00;Female;2019-10-14;Hervey Bay;Australia
24243;37;Karen;Lin;Karen Lin;30000,00;Female;2020-06-15;Seaford;Australia
24244;30;Anne;Serrano;Anne Serrano;40000,00;Female;2019-10-15;Perth;Australia
24245;21;Omar;Liang;Omar Liang;10000,00;Male;2020-12-18;Caloundra;Australia
24246;3;Victor;Ramos;Victor Ramos;10000,00;Male;2020-05-09;Darlinghurst;Australia
24247;29;George;Sara;George Sara;20000,00;Male;2019-10-24;Findon;Australia
24248;36;Jake;Lin;Jake Lin;20000,00;Male;2019-10-05;Melton;Australia
24249;13;Jesse;Howard;Jesse Howard;30000,00;Male;2019-10-04;Port Macquarie;Australia
24250;14;Carmen;Suri;Carmen Suri;30000,00;Female;2019-10-20;Rhodes;Australia
24251;17;Jay;Browning;Jay Browning;30000,00;Male;2019-10-15;St. Leonards;Australia
24252;19;Jaclyn;Xu;Jaclyn Xu;30000,00;Female;2019-10-15;Wollongong;Australia
24253;25;Fernando;Wood;Fernando Wood;10000,00;Male;2020-10-09;Hervey Bay;Australia
24254;359;Emily;Washington;Emily Washington;70000,00;Female;2020-12-26;San Diego;United States
24255;49;Chloe;Lee;Chloe Lee;40000,00;Female;2020-12-30;Cliffside;Canada
24256;54;Kayla;Barnes;Kayla Barnes;40000,00;Female;2020-03-25;N. Vancouver;Canada
24257;18;Alan;Shen;Alan Shen;20000,00;Male;2019-10-25;Sydney;Australia
24258;68;Hailey;Edwards;Hailey Edwards;40000,00;Female;2020-11-27;Vancouver;Canada
24259;611;Gavin;Price;Gavin Price;40000,00;Male;2021-01-08;Bremerton;United States
24260;638;Blake;Perry;Blake Perry;40000,00;Male;2020-12-07;Sedro Woolley;United States
24261;311;Emma;Jones;Emma Jones;60000,00;Female;2020-07-12;Concord;United States
24262;331;Daniel;Thomas;Daniel Thomas;60000,00;Male;2020-06-24;La Jolla;United States
24263;331;Brooke;Brooks;Brooke Brooks;60000,00;Female;2020-07-12;La Jolla;United States
24264;345;Richard;Long;Richard Long;70000,00;Male;2020-10-13;Newport Beach;United States
24265;347;Seth;McDonald;Seth McDonald;70000,00;Male;2020-07-21;Novato;United States
24266;9;Melvin;Chander;Melvin Chander;20000,00;Male;2019-10-01;Milsons Point;Australia
24267;27;Jésus;Hernandez;Jésus Hernandez;10000,00;Male;2020-06-24;Townsville;Australia
24268;5;Meredith;Gill;Meredith Gill;10000,00;Female;2020-05-27;Lane Cove;Australia
24269;34;Todd;Lu;Todd Lu;10000,00;Male;2020-09-13;Geelong;Australia
24270;2;Latasha;Ortega;Latasha Ortega;20000,00;Female;2019-10-11;Coffs Harbour;Australia
24271;21;Leonard;Shen;Leonard Shen;20000,00;Male;2019-10-14;Caloundra;Australia
24272;15;Martha;Wang;Martha Wang;20000,00;Female;2019-10-10;Silverwater;Australia
24273;18;Monique;Sanz;Monique Sanz;20000,00;Female;2019-10-10;Sydney;Australia
24274;27;Shaun;Shan;Shaun Shan;20000,00;Male;2019-10-30;Townsville;Australia
24275;352;Lucas;Rivera;Lucas Rivera;30000,00;Male;2020-02-26;Palo Alto;United States
24276;18;Kaitlyn;Nelson;Kaitlyn Nelson;20000,00;Female;2020-03-08;Sydney;Australia
24277;4;Donald;Kovár;Donald Kovár;20000,00;Male;2020-02-23;Goulburn;Australia
24278;22;Cedric;Xu;Cedric Xu;40000,00;Male;2020-06-01;East Brisbane;Australia
24279;26;Angel;Nelson;Angel Nelson;40000,00;Male;2021-01-12;Rockhampton;Australia
24280;15;Peter;Shan;Peter Shan;40000,00;Male;2020-07-17;Silverwater;Australia
24281;9;Marie;Suri;Marie Suri;40000,00;Female;2019-11-25;Milsons Point;Australia
24282;7;Damien;Raji;Damien Raji;80000,00;Male;2019-11-23;Malabar;Australia
24283;27;Aimee;Zheng;Aimee Zheng;80000,00;Female;2019-11-26;Townsville;Australia
24284;69;Melissa;Sanders;Melissa Sanders;40000,00;Female;2018-10-30;Victoria;Canada
24285;612;Jesse;Cox;Jesse Cox;40000,00;Male;2020-07-05;Burien;United States
24286;307;Kelvin;Goel;Kelvin Goel;40000,00;Male;2020-12-18;Chula Vista;United States
24287;307;John;Martinez;John Martinez;40000,00;Male;2020-12-15;Chula Vista;United States
24288;311;Pedro;Gomez;Pedro Gomez;40000,00;Male;2020-10-06;Concord;United States
24289;326;Robert;Gonzalez;Robert Gonzalez;60000,00;Male;2020-04-04;Grossmont;United States
24290;609;Zoe;Bell;Zoe Bell;50000,00;Female;2020-07-23;Bellingham;United States
24291;609;Eduardo;Garcia;Eduardo Garcia;50000,00;Male;2020-12-09;Bellingham;United States
24292;325;Mackenzie;Brooks;Mackenzie Brooks;50000,00;Female;2020-02-13;Glendale;United States
24293;336;Anna;Rivera;Anna Rivera;50000,00;Female;2020-01-28;Lincoln Acres;United States
24294;547;Luis;Yang;Luis Yang;50000,00;Male;2020-09-12;Portland;United States
24295;352;Natalie;Barnes;Natalie Barnes;60000,00;Female;2020-12-09;Palo Alto;United States
24296;322;Amanda;Gonzalez;Amanda Gonzalez;70000,00;Female;2020-12-01;Fremont;United States
24297;329;Victoria;Cox;Victoria Cox;60000,00;Female;2020-02-16;Imperial Beach;United States
24298;352;Robert;Yang;Robert Yang;60000,00;Male;2020-03-12;Palo Alto;United States
24299;315;Andrea;Gray;Andrea Gray;60000,00;Female;2020-03-14;Downey;United States
24300;35;Naomi;Gomez;Naomi Gomez;80000,00;Female;2019-11-20;Melbourne;Australia
24301;31;Tasha;Rai;Tasha Rai;70000,00;Female;2019-10-30;Hobart;Australia
24302;18;Cesar;Kapoor;Cesar Kapoor;70000,00;Male;2019-11-03;Sydney;Australia
24303;19;Megan;Diaz;Megan Diaz;70000,00;Female;2019-11-26;Wollongong;Australia
24304;9;Beth;Serrano;Beth Serrano;100000,00;Female;2019-11-24;Milsons Point;Australia
24305;30;Warren;Chow;Warren Chow;100000,00;Male;2019-11-21;Perth;Australia
24306;16;Molly;Chandra;Molly Chandra;100000,00;Female;2021-01-26;Springwood;Australia
24307;9;Tina;Sara;Tina Sara;100000,00;Female;2019-11-26;Milsons Point;Australia
24308;553;Destiny;Sanders;Destiny Sanders;80000,00;Female;2020-12-26;Woodburn;United States
24309;65;Ethan;Williams;Ethan Williams;50000,00;Male;2018-11-20;Shawnee;Canada
24310;64;Gabrielle;Peterson;Gabrielle Peterson;50000,00;Female;2018-11-02;Shawnee;Canada
24311;612;Geoffrey;Patel;Geoffrey Patel;60000,00;Male;2020-12-15;Burien;United States
24312;616;Austin;Martin;Austin Martin;60000,00;Male;2020-07-26;Everett;United States
24313;542;Taylor;Brooks;Taylor Brooks;60000,00;Female;2020-05-18;Lake Oswego;United States
24314;314;Bryan;Howard;Bryan Howard;120000,00;Male;2020-03-17;Daly City;United States
24315;316;Edward;Scott;Edward Scott;130000,00;Male;2020-05-16;El Cajon;United States
24316;326;Rachel;Diaz;Rachel Diaz;130000,00;Female;2020-11-01;Grossmont;United States
24317;345;Devin;Thomas;Devin Thomas;130000,00;Male;2020-02-20;Newport Beach;United States
24318;359;Luis;Long;Luis Long;130000,00;Male;2020-04-25;San Diego;United States
24319;626;Benjamin;Clark;Benjamin Clark;70000,00;Male;2020-11-12;Lynnwood;United States
24320;536;Joshua;White;Joshua White;70000,00;Male;2020-08-10;Beaverton;United States
24321;635;Gabriel;Scott;Gabriel Scott;40000,00;Male;2020-12-06;Renton;United States
24322;62;Alexandra;Evans;Alexandra Evans;60000,00;Female;2020-09-02;Royal Oak;Canada
24323;336;Janet;Wright;Janet Wright;60000,00;Female;2020-12-05;Lincoln Acres;United States
24324;315;Jennifer;Reed;Jennifer Reed;60000,00;Female;2020-12-20;Downey;United States
24325;383;Jason;Perry;Jason Perry;60000,00;Male;2020-12-08;West Covina;United States
24326;553;Adam;Bryant;Adam Bryant;60000,00;Male;2020-12-17;Woodburn;United States
24327;648;Evan;Rogers;Evan Rogers;60000,00;Male;2020-12-25;Yakima;United States
24328;343;Melissa;Simmons;Melissa Simmons;60000,00;Female;2020-12-17;National City;United States
24329;547;Abigail;Cooper;Abigail Cooper;70000,00;Female;2020-12-20;Portland;United States
24330;307;Jessica;Bennett;Jessica Bennett;70000,00;Female;2020-12-04;Chula Vista;United States
24331;329;Carson;Powell;Carson Powell;70000,00;Male;2020-12-01;Imperial Beach;United States
24332;53;Abigail;Thompson;Abigail Thompson;60000,00;Female;2018-11-13;Metchosin;Canada
24333;612;Ann;Prasad;Ann Prasad;70000,00;Female;2020-12-02;Burien;United States
24334;347;Alexa;James;Alexa James;70000,00;Female;2020-12-12;Novato;United States
24335;626;Richard;Wright;Richard Wright;70000,00;Male;2020-12-04;Lynnwood;United States
24336;545;Gabrielle;Wright;Gabrielle Wright;70000,00;Female;2020-12-18;Milwaukie;United States
24337;614;Noah;Alexander;Noah Alexander;70000,00;Male;2020-12-16;Edmonds;United States
24338;301;Shannon;Zeng;Shannon Zeng;40000,00;Female;2020-12-23;Burbank;United States
24339;345;Jennifer;Price;Jennifer Price;40000,00;Female;2019-12-28;Newport Beach;United States
